<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.49@@3.49,108867577.0,84985.0,512.0,✓,✗,11.11 ± 2.39 / 33.99 ± 1.41@@11.11,60.86 ± 1.65 / 56.69 ± 1.71@@60.86,2.39 ± 1.26 / 45.04 ± 5.09@@2.39,0.09 ± 0.10 / 0.08 ± 0.08@@0.09,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.50@@3.50,7768117248.0,256000.0,8192.0,✓,✗,34.24 ± 2.75 / 54.23 ± 1.59@@34.24,20.92 ± 2.15 / 15.48 ± 1.56@@20.92,5.56 ± 1.83 / 48.73 ± 3.76@@5.56,16.06 ± 0.66 / 0.00 ± 0.00@@16.06,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.50@@3.50,755625600.0,128256.0,8192.0,✓,✗,18.93 ± 5.42 / 37.64 ± 5.42@@18.93,38.14 ± 3.17 / 36.82 ± 2.76@@38.14,1.33 ± 1.03 / 41.54 ± 4.84@@1.33,18.36 ± 1.35 / 10.39 ± 1.21@@18.36,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.52@@3.52,2614341888.0,256000.0,8192.0,✗,✗,12.46 ± 3.46 / 30.13 ± 4.93@@12.46,25.40 ± 2.70 / 16.12 ± 1.45@@25.40,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,43.26 ± 1.71 / 26.10 ± 1.95@@43.26,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.52@@3.52,4619189760.0,128005.0,65536.0,✓,✗,22.98 ± 2.14 / 46.68 ± 2.36@@22.98,34.12 ± 1.75 / 17.93 ± 2.41@@34.12,2.81 ± 1.36 / 48.01 ± 2.04@@2.81,14.91 ± 0.71 / 0.12 ± 0.06@@14.91,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.52@@3.52,1596507648.0,32000.0,8192.0,✓,✗,20.48 ± 3.42 / 32.66 ± 4.97@@20.48,30.03 ± 2.43 / 22.44 ± 3.13@@30.03,1.53 ± 1.50 / 44.33 ± 3.45@@1.53,24.23 ± 1.37 / 13.28 ± 1.32@@24.23,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,3.54@@3.54,4619184640.0,128004.0,65536.0,✓,✗,19.30 ± 3.27 / 39.80 ± 2.22@@19.30,26.86 ± 3.14 / 20.70 ± 3.42@@26.86,2.32 ± 1.31 / 46.60 ± 2.60@@2.32,25.99 ± 2.46 / 15.73 ± 2.03@@25.99,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.54@@3.54,310266624.0,128256.0,8192.0,✓,✗,17.20 ± 4.82 / 38.38 ± 5.83@@17.20,38.77 ± 3.12 / 37.38 ± 2.60@@38.77,0.76 ± 1.75 / 45.73 ± 1.98@@0.76,17.47 ± 1.08 / 10.64 ± 0.97@@17.47,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.55@@3.55,999885952.0,262144.0,32768.0,✓,✗,24.10 ± 4.73 / 33.49 ± 4.45@@24.10,21.12 ± 0.67 / 16.65 ± 1.27@@21.12,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,34.59 ± 1.81 / 20.23 ± 1.60@@34.59,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.56@@3.56,4221757440.0,120818.0,262144.0,✓,✗,21.64 ± 1.82 / 46.95 ± 1.02@@21.64,35.20 ± 1.69 / 17.96 ± 1.08@@35.20,-3.14 ± 2.46 / 47.95 ± 1.19@@-3.14,17.17 ± 0.61 / 0.00 ± 0.00@@17.17,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.58@@3.58,26123974400.0,200192.0,131072.0,✗,✗,6.48 ± 3.92 / 17.69 ± 3.46@@6.48,45.86 ± 2.39 / 23.17 ± 2.92@@45.86,2.62 ± 1.95 / 41.63 ± 3.54@@2.62,15.73 ± 3.26 / 1.88 ± 1.09@@15.73,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.60@@3.60,999885952.0,262144.0,32768.0,✓,✗,23.19 ± 2.51 / 40.27 ± 3.18@@23.19,26.56 ± 1.45 / 20.44 ± 1.79@@26.56,5.01 ± 1.67 / 49.25 ± 2.98@@5.01,11.75 ± 0.97 / 0.02 ± 0.04@@11.75,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.61@@3.61,751632384.0,151936.0,40960.0,✓,✗,18.27 ± 1.30 / 37.63 ± 1.21@@18.27,23.69 ± 1.32 / 17.35 ± 1.05@@23.69,2.18 ± 2.94 / 46.72 ± 1.45@@2.18,28.44 ± 1.01 / 14.72 ± 0.94@@28.44,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.62@@3.62,395881664.0,50368.0,8192.0,✓,✗,14.86 ± 3.46 / 39.86 ± 3.33@@14.86,36.91 ± 3.04 / 35.51 ± 2.47@@36.91,1.14 ± 1.58 / 47.01 ± 2.47@@1.14,19.28 ± 1.21 / 12.21 ± 1.00@@19.28,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.62@@3.62,2569272320.0,65536.0,128000.0,✗,✗,21.63 ± 1.97 / 47.06 ± 1.51@@21.63,22.36 ± 1.35 / 19.09 ± 1.62@@22.36,1.54 ± 1.49 / 36.60 ± 1.25@@1.54,22.01 ± 1.17 / 11.30 ± 1.01@@22.01,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,3.65@@3.65,2023868416.0,64000.0,4096.0,✓,✗,0.00 ± 0.00 / 16.20 ± 0.23@@0.00,24.37 ± 2.61 / 19.67 ± 2.36@@24.37,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,54.78 ± 1.55 / 38.15 ± 1.77@@54.78,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.65@@3.65,395881664.0,50368.0,8192.0,✓,✗,12.83 ± 3.57 / 36.07 ± 4.41@@12.83,37.30 ± 2.17 / 35.35 ± 1.59@@37.30,-0.09 ± 1.28 / 48.43 ± 1.39@@-0.09,15.52 ± 1.95 / 8.26 ± 1.56@@15.52,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.66@@3.66,149655232.0,50368.0,8192.0,✓,✗,15.18 ± 4.43 / 38.32 ± 5.11@@15.18,37.48 ± 1.98 / 34.58 ± 2.58@@37.48,0.59 ± 1.59 / 46.10 ± 2.22@@0.59,11.87 ± 0.74 / 5.43 ± 0.55@@11.87,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.69@@3.69,6120003328.0,200192.0,131072.0,✓,✗,12.78 ± 1.97 / 32.12 ± 1.56@@12.78,32.49 ± 2.04 / 23.70 ± 2.66@@32.49,-0.72 ± 1.00 / 33.55 ± 0.38@@-0.72,18.79 ± 0.72 / 2.84 ± 0.69@@18.79,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.73@@3.73,93990500.0,65636.0,512.0,✓,✗,15.32 ± 2.52 / 36.84 ± 3.34@@15.32,35.88 ± 2.30 / 35.20 ± 2.20@@35.88,3.15 ± 1.58 / 50.76 ± 1.04@@3.15,4.36 ± 2.40 / 2.43 ± 1.35@@4.36,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.77@@3.77,751632384.0,151936.0,40960.0,✓,✗,12.44 ± 2.04 / 28.91 ± 3.47@@12.44,23.45 ± 1.49 / 18.18 ± 1.58@@23.45,0.73 ± 1.73 / 36.36 ± 2.34@@0.73,22.68 ± 1.45 / 10.69 ± 1.04@@22.68,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.77@@3.77,7504568320.0,128167.0,32768.0,✓,✗,18.15 ± 1.20 / 45.07 ± 0.86@@18.15,21.13 ± 1.73 / 16.74 ± 1.96@@21.13,1.77 ± 1.84 / 50.31 ± 1.27@@1.77,16.72 ± 0.76 / 0.00 ± 0.00@@16.72,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.82@@3.82,7504568320.0,128167.0,32768.0,✓,✗,16.86 ± 1.66 / 43.72 ± 1.16@@16.86,20.62 ± 0.97 / 16.32 ± 1.25@@20.62,3.16 ± 2.61 / 50.56 ± 1.35@@3.16,12.89 ± 0.65 / 0.00 ± 0.00@@12.89,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.83@@3.83,2611528704.0,128000.0,4096.0,✓,✗,11.21 ± 3.06 / 28.80 ± 4.02@@11.21,11.03 ± 2.72 / 9.73 ± 1.79@@11.03,-0.17 ± 1.13 / 33.77 ± 0.71@@-0.17,38.00 ± 2.39 / 21.80 ± 2.60@@38.00,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.89@@3.89,3211926528.0,65536.0,4096.0,✓,✗,4.47 ± 3.78 / 26.98 ± 3.76@@4.47,21.95 ± 3.53 / 19.56 ± 2.93@@21.95,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,20.63 ± 3.16 / 12.00 ± 1.99@@20.63,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.90@@3.90,8888227328.0,131072.0,131072.0,✓,✗,-0.03 ± 0.07 / 13.86 ± 0.25@@-0.03,41.76 ± 1.52 / 29.33 ± 1.75@@41.76,3.18 ± 1.86 / 38.26 ± 3.04@@3.18,0.33 ± 0.06 / 0.00 ± 0.00@@0.33,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.91@@3.91,2424375168.0,99000.0,28723.0,✗,✗,13.11 ± 2.01 / 27.89 ± 3.85@@13.11,19.55 ± 1.58 / 14.46 ± 1.58@@19.55,0.02 ± 1.87 / 44.39 ± 3.55@@0.02,12.41 ± 1.55 / 4.04 ± 1.16@@12.41,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.93@@3.93,2611528704.0,128000.0,4096.0,✓,✗,6.56 ± 1.95 / 26.89 ± 3.87@@6.56,10.94 ± 1.59 / 9.32 ± 1.26@@10.94,-0.35 ± 0.66 / 36.69 ± 4.26@@-0.35,32.45 ± 2.07 / 11.93 ± 1.63@@32.45,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.97@@3.97,1235814400.0,128256.0,131072.0,✓,✗,7.23 ± 1.88 / 36.89 ± 2.02@@7.23,17.36 ± 2.76 / 14.82 ± 2.21@@17.36,0.58 ± 2.52 / 44.99 ± 1.63@@0.58,18.87 ± 1.48 / 7.58 ± 1.25@@18.87,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,4.00@@4.00,1195468800.0,65536.0,2048.0,✓,✗,1.71 ± 2.03 / 17.72 ± 2.18@@1.71,21.84 ± 2.16 / 18.37 ± 2.15@@21.84,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,15.08 ± 3.92 / 7.76 ± 2.17@@15.08,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,4.02@@4.02,949685760.0,128256.0,4096.0,✗,✗,15.25 ± 4.11 / 33.24 ± 6.47@@15.25,16.86 ± 2.21 / 14.06 ± 1.74@@16.86,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,5.35 ± 1.45 / 1.55 ± 0.53@@5.35,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.07@@4.07,268098176.0,262144.0,32768.0,✓,✗,9.96 ± 2.91 / 30.35 ± 2.86@@9.96,17.28 ± 1.58 / 16.27 ± 1.43@@17.28,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,4.83 ± 1.19 / 0.61 ± 0.20@@4.83,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.10@@4.10,?,103424.0,131072.0,✓,✗,3.78 ± 1.27 / 21.70 ± 1.78@@3.78,20.10 ± 1.35 / 17.05 ± 1.13@@20.10,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,10.07 ± 1.69 / 3.16 ± 0.91@@10.07,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,4.11@@4.11,1791080448.0,120818.0,262144.0,✓,✗,5.65 ± 1.33 / 33.34 ± 1.08@@5.65,17.81 ± 1.00 / 15.96 ± 1.28@@17.81,1.15 ± 1.87 / 48.66 ± 1.09@@1.15,6.28 ± 0.47 / 0.02 ± 0.04@@6.28,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.11@@4.11,353424384.0,65536.0,2048.0,✓,✗,5.06 ± 1.96 / 21.18 ± 2.23@@5.06,19.59 ± 1.96 / 17.49 ± 1.37@@19.59,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,3.90 ± 1.31 / 0.75 ± 0.24@@3.90,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.14@@4.14,742489344.0,65536.0,128000.0,✗,✗,5.07 ± 2.91 / 27.72 ± 1.91@@5.07,13.55 ± 1.69 / 11.46 ± 1.45@@13.55,1.88 ± 1.57 / 40.56 ± 4.09@@1.88,5.33 ± 0.55 / 0.18 ± 0.09@@5.33,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.16@@4.16,1170340608.0,65536.0,128000.0,✗,✗,4.30 ± 2.37 / 23.88 ± 4.40@@4.30,20.18 ± 1.60 / 17.75 ± 1.42@@20.18,0.38 ± 1.26 / 33.63 ± 0.53@@0.38,2.48 ± 0.52 / 0.00 ± 0.00@@2.48,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.17@@4.17,1170340608.0,65536.0,128000.0,✗,✗,7.26 ± 3.67 / 29.27 ± 3.14@@7.26,12.74 ± 1.52 / 12.76 ± 1.53@@12.74,0.83 ± 1.38 / 40.21 ± 4.39@@0.83,5.07 ± 0.63 / 0.04 ± 0.05@@5.07,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.21@@4.21,268098176.0,262144.0,32768.0,✓,✗,7.75 ± 2.81 / 29.34 ± 4.23@@7.75,14.00 ± 1.91 / 12.08 ± 1.94@@14.00,-0.01 ± 1.65 / 37.65 ± 3.60@@-0.01,4.20 ± 0.49 / 0.00 ± 0.00@@4.20,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.22@@4.22,361821120.0,49152.0,8192.0,✓,✗,4.47 ± 2.54 / 20.13 ± 3.93@@4.47,10.16 ± 1.33 / 9.60 ± 1.19@@10.16,1.50 ± 0.85 / 41.46 ± 3.72@@1.50,3.52 ± 1.55 / 0.51 ± 0.36@@3.52,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.24@@4.24,1235814400.0,128256.0,131072.0,✓,✗,0.78 ± 1.85 / 25.52 ± 1.59@@0.78,18.18 ± 1.49 / 13.35 ± 1.31@@18.18,-0.45 ± 1.94 / 42.84 ± 5.00@@-0.45,3.77 ± 0.79 / 0.00 ± 0.00@@3.77,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.25@@4.25,1170340608.0,65536.0,128000.0,✗,✗,3.59 ± 3.71 / 30.04 ± 4.46@@3.59,10.16 ± 3.47 / 9.43 ± 2.91@@10.16,1.71 ± 2.30 / 37.93 ± 3.54@@1.71,3.09 ± 0.63 / 0.00 ± 0.00@@3.09,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.26@@4.26,361821120.0,49152.0,8192.0,✓,✗,3.18 ± 3.36 / 25.24 ± 3.18@@3.18,11.19 ± 3.37 / 10.68 ± 3.04@@11.19,-0.57 ± 1.14 / 36.01 ± 2.86@@-0.57,3.32 ± 0.45 / 0.04 ± 0.05@@3.32,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.27@@4.27,134515008.0,49152.0,8192.0,✓,✗,1.81 ± 1.67 / 18.32 ± 1.97@@1.81,9.52 ± 1.70 / 8.89 ± 1.54@@9.52,1.30 ± 1.40 / 35.15 ± 2.50@@1.30,3.75 ± 0.94 / 0.14 ± 0.10@@3.75,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.32@@4.32,134515008.0,49152.0,8192.0,✓,✗,0.45 ± 0.47 / 14.21 ± 0.44@@0.45,9.19 ± 1.38 / 9.55 ± 1.16@@9.19,0.71 ± 1.38 / 37.33 ± 2.58@@0.71,3.15 ± 0.49 / 0.00 ± 0.00@@3.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
fresh-electra-small,🔍,4.33@@4.33,13738755.0,32000.0,128.0,✓,✗,6.27 ± 4.16 / 26.59 ± 4.45@@6.27,6.22 ± 0.59 / 5.83 ± 0.69@@6.22,-0.23 ± 0.45 / 33.35 ± 0.27@@-0.23,0.04 ± 0.05 / 0.04 ± 0.05@@0.04,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,4.33@@4.33,140248512.0,128256.0,4096.0,✗,✗,2.96 ± 2.48 / 24.50 ± 5.16@@2.96,6.10 ± 1.33 / 5.84 ± 0.99@@6.10,0.62 ± 0.94 / 40.04 ± 4.65@@0.62,2.48 ± 1.05 / 0.04 ± 0.05@@2.48,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.33@@4.33,354483968.0,65536.0,128000.0,✗,✗,4.60 ± 2.29 / 27.61 ± 3.25@@4.60,4.87 ± 1.12 / 4.22 ± 0.72@@4.87,-1.48 ± 1.71 / 39.44 ± 4.34@@-1.48,2.76 ± 0.45 / 0.00 ± 0.00@@2.76,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.34@@4.34,359431168.0,128256.0,4096.0,✗,✗,0.57 ± 0.78 / 16.76 ± 1.04@@0.57,8.43 ± 1.41 / 7.76 ± 1.25@@8.43,-0.47 ± 1.28 / 35.04 ± 2.44@@-0.47,3.73 ± 0.94 / 0.26 ± 0.34@@3.73,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
fresh-xlm-roberta-base,🔍,4.36@@4.36,278885778.0,250002.0,512.0,✓,✗,5.74 ± 3.43 / 25.40 ± 3.68@@5.74,3.32 ± 2.43 / 3.18 ± 2.36@@3.32,-0.14 ± 1.03 / 36.58 ± 4.07@@-0.14,0.04 ± 0.05 / 0.04 ± 0.05@@0.04,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.40@@4.40,107908288.0,65536.0,262144.0,✓,✗,0.00 ± 0.00 / 13.86 ± 0.25@@0.00,6.83 ± 1.20 / 6.55 ± 1.01@@6.83,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,2.29 ± 0.77 / 0.16 ± 0.14@@2.29,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.40@@4.40,107908288.0,65536.0,262144.0,✓,✗,-1.78 ± 1.71 / 21.22 ± 3.75@@-1.78,8.42 ± 1.47 / 7.57 ± 1.27@@8.42,-0.04 ± 1.24 / 43.80 ± 3.34@@-0.04,2.32 ± 0.45 / 0.16 ± 0.10@@2.32,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
