<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=13 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=14 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.20@@3.20,3606752256.0,128256.0,131072.0,✓,✗,28.99 ± 4.95 / 38.27 ± 4.28@@28.99,52.25 ± 3.33 / 52.25 ± 3.33@@52.25,3.09 ± 2.37 / 39.24 ± 4.78@@3.09,23.58 ± 1.83 / 0.28 ± 0.13@@23.58,31.06 ± 0.43 / 32.53 ± 0.52@@31.06,16.77 ± 2.66 / 36.20 ± 2.90@@16.77,2.30 ± 2.20 / 50.22 ± 1.11@@2.30,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.22@@3.22,2614341888.0,256000.0,8192.0,✗,✗,31.85 ± 5.12 / 43.07 ± 4.82@@31.85,43.18 ± 1.28 / 43.18 ± 1.28@@43.18,1.56 ± 3.75 / 40.68 ± 3.16@@1.56,48.59 ± 1.79 / 24.67 ± 1.77@@48.59,29.46 ± 0.20 / 32.11 ± 0.21@@29.46,3.62 ± 6.39 / 26.88 ± 4.76@@3.62,3.07 ± 6.86 / 53.36 ± 3.88@@3.07,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,3.23@@3.23,7241748480.0,32002.0,32768.0,✗,✗,34.99 ± 1.25 / 53.71 ± 2.85@@34.99,42.66 ± 1.80 / 42.66 ± 1.80@@42.66,2.12 ± 1.20 / 42.20 ± 3.71@@2.12,44.86 ± 1.91 / 17.41 ± 3.09@@44.86,28.08 ± 2.40 / 29.59 ± 2.62@@28.08,8.88 ± 1.30 / 31.04 ± 0.97@@8.88,0.04 ± 2.02 / 49.55 ± 0.86@@0.04,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,3.23@@3.23,7298011136.0,100278.0,65536.0,✗,✗,30.49 ± 1.25 / 40.84 ± 1.08@@30.49,55.60 ± 0.99 / 55.60 ± 0.99@@55.60,0.06 ± 3.11 / 38.21 ± 1.33@@0.06,42.66 ± 1.14 / 24.04 ± 1.23@@42.66,21.02 ± 0.67 / 23.34 ± 0.70@@21.02,28.81 ± 2.98 / 46.25 ± 2.46@@28.81,4.32 ± 3.55 / 51.88 ± 1.72@@4.32,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,3.29@@3.29,7298011136.0,100278.0,65536.0,✓,✗,33.34 ± 2.29 / 48.25 ± 3.62@@33.34,39.41 ± 3.60 / 39.41 ± 3.60@@39.41,4.46 ± 2.23 / 45.32 ± 4.58@@4.46,50.32 ± 0.59 / 32.72 ± 0.79@@50.32,25.02 ± 0.96 / 26.22 ± 1.13@@25.02,6.35 ± 2.23 / 29.89 ± 1.92@@6.35,1.22 ± 2.49 / 49.69 ± 0.82@@1.22,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.34@@3.34,7768117248.0,256000.0,8192.0,✓,✗,24.93 ± 1.54 / 38.23 ± 1.00@@24.93,34.09 ± 1.62 / 34.09 ± 1.62@@34.09,6.19 ± 1.81 / 51.45 ± 1.33@@6.19,19.45 ± 0.75 / 0.00 ± 0.00@@19.45,27.74 ± 0.65 / 29.41 ± 0.77@@27.74,35.01 ± 3.96 / 51.19 ± 2.89@@35.01,6.15 ± 1.90 / 51.99 ± 0.68@@6.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.35@@3.35,3212749824.0,128256.0,131072.0,✓,✗,16.95 ± 6.65 / 28.54 ± 5.18@@16.95,41.73 ± 2.05 / 41.73 ± 2.05@@41.73,5.72 ± 1.09 / 52.36 ± 0.62@@5.72,54.91 ± 1.11 / 33.79 ± 1.21@@54.91,24.52 ± 1.59 / 24.94 ± 1.77@@24.52,10.11 ± 2.11 / 31.88 ± 1.53@@10.11,3.34 ± 0.75 / 51.45 ± 0.69@@3.34,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.36@@3.36,7298011136.0,100278.0,65536.0,✗,✗,26.79 ± 1.87 / 51.32 ± 1.26@@26.79,41.85 ± 2.75 / 41.85 ± 2.75@@41.85,2.19 ± 2.64 / 50.89 ± 1.34@@2.19,51.11 ± 1.06 / 33.19 ± 1.16@@51.11,24.69 ± 0.92 / 25.86 ± 1.02@@24.69,8.79 ± 1.75 / 31.58 ± 1.38@@8.79,0.33 ± 2.41 / 50.41 ± 1.17@@0.33,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,3.36@@3.36,3075098624.0,128256.0,65536.0,✓,✗,32.78 ± 1.45 / 47.08 ± 2.45@@32.78,39.64 ± 2.08 / 39.64 ± 2.08@@39.64,2.33 ± 1.54 / 48.46 ± 2.98@@2.33,44.24 ± 1.63 / 26.49 ± 1.98@@44.24,24.60 ± 1.92 / 25.88 ± 2.16@@24.60,8.25 ± 2.42 / 31.17 ± 1.86@@8.25,-4.34 ± 2.59 / 48.22 ± 1.43@@-4.34,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.38@@3.38,2274067232.0,248044.0,8192.0,✓,✗,14.95 ± 2.52 / 35.93 ± 2.16@@14.95,43.27 ± 1.77 / 43.27 ± 1.77@@43.27,0.00 ± 0.00 / 32.87 ± 0.49@@0.00,59.42 ± 1.31 / 37.15 ± 1.34@@59.42,20.71 ± 1.06 / 21.11 ± 1.16@@20.71,19.70 ± 4.37 / 35.94 ± 2.80@@19.70,3.24 ± 1.76 / 63.20 ± 1.14@@3.24,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.50@@3.50,999885952.0,262144.0,32768.0,✓,✗,28.84 ± 3.88 / 52.26 ± 4.17@@28.84,29.61 ± 2.50 / 29.61 ± 2.50@@29.61,3.44 ± 1.44 / 47.18 ± 3.13@@3.44,15.92 ± 1.07 / 0.05 ± 0.05@@15.92,29.27 ± 0.56 / 31.19 ± 0.64@@29.27,10.40 ± 3.13 / 32.22 ± 2.11@@10.40,-0.08 ± 1.86 / 49.37 ± 0.66@@-0.08,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.57@@3.57,4221757440.0,120818.0,262144.0,✓,✗,30.94 ± 2.27 / 49.00 ± 1.50@@30.94,41.32 ± 1.45 / 41.32 ± 1.45@@41.32,1.45 ± 2.91 / 50.27 ± 1.54@@1.45,26.93 ± 2.20 / 0.00 ± 0.00@@26.93,21.05 ± 0.32 / 25.03 ± 0.35@@21.05,0.00 ± 0.00 / 24.69 ± 1.64@@0.00,0.00 ± 0.00 / 63.28 ± 1.13@@0.00,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.57@@3.57,7768117248.0,256000.0,8192.0,✓,✗,0.00 ± 0.00 / 21.82 ± 0.19@@0.00,30.90 ± 2.00 / 30.90 ± 2.00@@30.90,7.69 ± 2.76 / 42.25 ± 4.19@@7.69,49.98 ± 2.94 / 31.89 ± 3.07@@49.98,23.17 ± 1.30 / 25.91 ± 1.40@@23.17,25.87 ± 2.78 / 40.54 ± 2.30@@25.87,0.29 ± 1.25 / 49.23 ± 0.77@@0.29,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.58@@3.58,7996157418.0,262144.0,8192.0,✓,✗,21.12 ± 3.93 / 47.85 ± 2.46@@21.12,26.89 ± 1.28 / 26.89 ± 1.28@@26.89,1.22 ± 2.83 / 47.73 ± 1.84@@1.22,60.71 ± 1.24 / 35.94 ± 1.25@@60.71,18.25 ± 1.13 / 18.86 ± 1.24@@18.25,3.41 ± 3.41 / 26.88 ± 2.43@@3.41,4.29 ± 4.12 / 53.05 ± 2.41@@4.29,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.59@@3.59,7504568320.0,128167.0,32768.0,✓,✗,19.71 ± 1.90 / 44.98 ± 1.38@@19.71,34.17 ± 1.85 / 34.17 ± 1.85@@34.17,2.62 ± 3.10 / 50.59 ± 1.60@@2.62,32.34 ± 0.60 / 0.00 ± 0.00@@32.34,24.13 ± 0.51 / 27.64 ± 0.54@@24.13,0.00 ± 0.00 / 24.69 ± 1.64@@0.00,0.00 ± 0.00 / 63.28 ± 1.13@@0.00,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.61@@3.61,2611528704.0,128000.0,4096.0,✓,✗,8.39 ± 5.17 / 27.59 ± 5.19@@8.39,23.79 ± 2.02 / 23.79 ± 2.02@@23.79,1.19 ± 0.72 / 35.19 ± 3.00@@1.19,44.84 ± 1.04 / 23.53 ± 1.51@@44.84,30.21 ± 0.57 / 32.64 ± 0.67@@30.21,-0.60 ± 2.71 / 24.69 ± 1.90@@-0.60,0.23 ± 0.63 / 49.19 ± 0.75@@0.23,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.62@@3.62,751632384.0,151936.0,40960.0,✓,✗,17.70 ± 2.69 / 29.81 ± 2.67@@17.70,33.90 ± 2.56 / 33.90 ± 2.56@@33.90,0.47 ± 1.83 / 40.55 ± 4.18@@0.47,30.77 ± 1.86 / 14.38 ± 1.72@@30.77,26.08 ± 1.68 / 27.58 ± 1.90@@26.08,3.85 ± 1.12 / 27.13 ± 1.18@@3.85,-0.35 ± 3.00 / 49.02 ± 0.66@@-0.35,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.62@@3.62,7241732096.0,32000.0,32768.0,✓,✗,2.11 ± 1.89 / 22.45 ± 1.04@@2.11,42.05 ± 3.26 / 42.05 ± 3.26@@42.05,-0.51 ± 0.87 / 33.48 ± 0.32@@-0.51,50.28 ± 1.59 / 34.21 ± 1.74@@50.28,22.25 ± 1.93 / 22.85 ± 2.21@@22.25,8.24 ± 2.87 / 28.34 ± 1.82@@8.24,-0.76 ± 1.85 / 49.06 ± 0.79@@-0.76,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.68@@3.68,999885952.0,262144.0,32768.0,✓,✗,41.19 ± 2.42 / 57.55 ± 4.65@@41.19,17.08 ± 2.75 / 17.08 ± 2.75@@17.08,1.69 ± 1.39 / 43.66 ± 3.45@@1.69,38.50 ± 3.41 / 21.59 ± 2.40@@38.50,19.06 ± 1.50 / 19.79 ± 1.65@@19.06,-1.08 ± 2.27 / 24.47 ± 1.09@@-1.08,-0.90 ± 2.37 / 49.13 ± 0.83@@-0.90,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.70@@3.70,2424375168.0,99000.0,28723.0,✗,✗,10.70 ± 5.00 / 25.47 ± 4.08@@10.70,31.50 ± 2.94 / 31.50 ± 2.94@@31.50,0.51 ± 0.66 / 33.43 ± 0.22@@0.51,17.53 ± 1.54 / 5.93 ± 1.39@@17.53,27.23 ± 1.17 / 28.88 ± 1.25@@27.23,7.28 ± 1.55 / 29.78 ± 1.06@@7.28,-0.92 ± 1.63 / 49.39 ± 1.05@@-0.92,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.72@@3.72,5123178979.0,262144.0,8192.0,✓,✗,20.16 ± 2.05 / 42.02 ± 1.48@@20.16,21.50 ± 1.69 / 21.50 ± 1.69@@21.50,-3.51 ± 2.94 / 45.59 ± 1.59@@-3.51,47.27 ± 1.61 / 24.07 ± 1.26@@47.27,17.22 ± 1.03 / 17.76 ± 1.11@@17.22,12.48 ± 3.67 / 34.69 ± 3.04@@12.48,-1.19 ± 2.48 / 48.59 ± 1.86@@-1.19,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.74@@3.74,873436192.0,248044.0,8192.0,✓,✗,0.69 ± 1.17 / 23.25 ± 0.91@@0.69,35.32 ± 1.51 / 35.32 ± 1.51@@35.32,0.00 ± 0.00 / 32.87 ± 0.49@@0.00,46.76 ± 0.99 / 25.21 ± 1.28@@46.76,20.46 ± 0.97 / 21.54 ± 1.13@@20.46,-6.38 ± 4.28 / 22.81 ± 3.30@@-6.38,3.72 ± 2.01 / 42.03 ± 1.74@@3.72,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.75@@3.75,1596507648.0,32000.0,8192.0,✓,✗,5.69 ± 2.95 / 20.25 ± 1.89@@5.69,32.41 ± 1.39 / 32.41 ± 1.39@@32.41,0.22 ± 1.04 / 36.01 ± 3.36@@0.22,33.81 ± 1.65 / 19.67 ± 1.38@@33.81,22.55 ± 2.74 / 23.29 ± 2.97@@22.55,5.10 ± 2.56 / 28.40 ± 1.57@@5.10,1.89 ± 1.34 / 51.18 ± 0.55@@1.89,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.15.0.dev0@@161500,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.87@@3.87,1195468800.0,65536.0,2048.0,✓,✗,6.53 ± 3.01 / 21.62 ± 3.58@@6.53,42.02 ± 1.06 / 42.02 ± 1.06@@42.02,1.69 ± 1.60 / 38.46 ± 2.67@@1.69,19.92 ± 2.64 / 9.49 ± 1.87@@19.92,18.35 ± 1.00 / 19.11 ± 1.11@@18.35,2.97 ± 1.46 / 27.21 ± 1.37@@2.97,-0.17 ± 0.33 / 49.12 ± 0.76@@-0.17,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.89@@3.89,2611528704.0,128000.0,4096.0,✓,✗,3.92 ± 4.53 / 24.00 ± 2.39@@3.92,19.33 ± 3.31 / 19.33 ± 3.31@@19.33,-1.56 ± 0.90 / 38.25 ± 3.69@@-1.56,44.08 ± 1.49 / 26.82 ± 1.35@@44.08,19.15 ± 2.53 / 20.11 ± 2.79@@19.15,1.72 ± 1.87 / 24.97 ± 1.30@@1.72,-0.32 ± 0.63 / 49.07 ± 0.75@@-0.32,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.91@@3.91,14659507200.0,100352.0,32768.0,✓,✗,11.08 ± 2.29 / 32.25 ± 1.36@@11.08,38.06 ± 2.11 / 38.06 ± 2.11@@38.06,9.54 ± 3.20 / 52.55 ± 1.63@@9.54,9.77 ± 0.46 / 1.13 ± 0.28@@9.77,15.87 ± 1.67 / 18.06 ± 1.93@@15.87,-9.92 ± 3.50 / 21.88 ± 2.13@@-9.92,-0.91 ± 3.02 / 62.42 ± 1.21@@-0.91,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.92@@3.92,1235814400.0,128256.0,131072.0,✓,✗,13.89 ± 2.66 / 36.83 ± 3.92@@13.89,20.65 ± 2.38 / 20.65 ± 2.38@@20.65,0.72 ± 2.21 / 49.47 ± 1.36@@0.72,21.15 ± 3.58 / 9.29 ± 2.62@@21.15,21.84 ± 0.74 / 22.97 ± 0.76@@21.84,0.55 ± 1.45 / 25.68 ± 1.08@@0.55,-1.03 ± 2.16 / 49.09 ± 1.03@@-1.03,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.94@@3.94,3211926528.0,65536.0,4096.0,✓,✗,4.69 ± 3.66 / 13.92 ± 3.76@@4.69,22.52 ± 6.54 / 22.52 ± 6.54@@22.52,1.12 ± 1.51 / 43.17 ± 3.21@@1.12,29.49 ± 1.38 / 16.89 ± 1.16@@29.49,20.06 ± 1.29 / 20.98 ± 1.46@@20.06,-1.49 ± 2.69 / 23.48 ± 1.79@@-1.49,0.24 ± 1.70 / 49.49 ± 0.85@@0.24,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,3.95@@3.95,268098176.0,262144.0,32768.0,✓,✗,2.23 ± 2.71 / 22.87 ± 1.15@@2.23,18.22 ± 3.10 / 18.22 ± 3.10@@18.22,0.76 ± 1.08 / 38.84 ± 4.75@@0.76,7.49 ± 0.67 / 0.06 ± 0.06@@7.49,29.14 ± 4.40 / 31.33 ± 4.95@@29.14,-0.12 ± 1.54 / 25.27 ± 1.38@@-0.12,0.41 ± 0.43 / 49.95 ± 0.91@@0.41,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.96@@3.96,742489344.0,65536.0,128000.0,✗,✗,2.37 ± 1.63 / 23.74 ± 2.62@@2.37,22.18 ± 2.08 / 22.18 ± 2.08@@22.18,-0.47 ± 0.91 / 34.15 ± 1.31@@-0.47,7.21 ± 0.32 / 0.09 ± 0.08@@7.21,26.27 ± 0.98 / 27.88 ± 1.06@@26.27,2.14 ± 2.25 / 26.85 ± 1.87@@2.14,0.99 ± 1.21 / 49.18 ± 0.73@@0.99,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.96@@3.96,1170340608.0,65536.0,128000.0,✗,✗,4.35 ± 2.35 / 26.46 ± 1.33@@4.35,17.50 ± 1.57 / 17.50 ± 1.57@@17.50,-0.34 ± 1.12 / 37.77 ± 3.89@@-0.34,7.23 ± 0.44 / 0.00 ± 0.00@@7.23,27.01 ± 0.39 / 28.55 ± 0.44@@27.01,0.64 ± 1.91 / 25.75 ± 1.74@@0.64,4.10 ± 2.04 / 51.19 ± 0.99@@4.10,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,4.01@@4.01,2680100864.0,131072.0,262144.0,✓,✗,7.89 ± 2.16 / 34.46 ± 1.50@@7.89,28.69 ± 1.56 / 28.69 ± 1.56@@28.69,2.31 ± 3.74 / 46.01 ± 1.96@@2.31,1.64 ± 0.33 / 0.50 ± 0.19@@1.64,16.42 ± 0.76 / 18.00 ± 0.83@@16.42,17.60 ± 5.07 / 37.81 ± 3.77@@17.60,0.03 ± 3.33 / 48.75 ± 1.67@@0.03,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.02@@4.02,1235814400.0,128256.0,131072.0,✓,✗,0.33 ± 1.85 / 19.65 ± 4.37@@0.33,32.22 ± 1.65 / 32.22 ± 1.65@@32.22,-1.65 ± 1.57 / 37.31 ± 2.85@@-1.65,5.44 ± 0.63 / 0.00 ± 0.00@@5.44,22.17 ± 0.98 / 22.92 ± 1.09@@22.17,-1.27 ± 2.71 / 24.04 ± 2.01@@-1.27,0.85 ± 1.57 / 49.51 ± 0.96@@0.85,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.11@@4.11,353424384.0,65536.0,2048.0,✓,✗,1.52 ± 3.98 / 20.03 ± 4.25@@1.52,27.20 ± 2.49 / 27.20 ± 2.49@@27.20,0.81 ± 1.19 / 36.69 ± 2.45@@0.81,5.91 ± 1.64 / 1.17 ± 0.40@@5.91,17.97 ± 2.16 / 18.84 ± 2.40@@17.97,1.60 ± 1.82 / 26.61 ± 1.58@@1.60,-0.46 ± 0.67 / 49.08 ± 0.79@@-0.46,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
